"Name","Hostname","Group","State","Notes","User","Tags","Created","Runtime","Sweep","data.name","data.params.dataset_path","data.params.feature_csv_path","data.params.file_byte_read_limit","data.params.use_code_only","model.name","model.params.dropout_rate","model.params.embedding_dim","model.params.input_length","model.params.num_classes","model.params.vocab_size","target_feature","training.batch_size","training.criterion","training.epochs","training.learning_rate","training.optimizer","training.weight_decay","transforms.name","transforms.params.dimx","transforms.params.dimy","transforms.params.duplicate_to_n_channels","transforms.params.length","transforms.params.normalize","validator.name","validator.seed","validator.wandb_project_name","batch_loss","epoch","overall_accuracy","test_accuracy_chunk","test_accuracy_file","test_loss","train_loss"
"overall_metrics","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:08:27.000Z","3","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","","","0.9063436900254164","","","",""
"fold_x32","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:08:04.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.010556713677942753","1","","1","1","0.00018838200387748293","0.008093449161276203"
"fold_sparc64","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:07:41.000Z","22","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.00009521012543700635","1","","0.8678266178266179","0.8678266178266179","0.5414171544118569","0.00791787932693395"
"fold_sparc","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:07:19.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.00001626302400836721","1","","1","1","0.000003631061911089881","0.008569505552247282"
"fold_sh4","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:06:57.000Z","20","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.000006664529792033136","1","","0.9988195615514334","0.9988195615514334","0.0037379740966346337","0.00933484114385832"
"fold_s390x","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:06:34.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.00016828135994728657","1","","0.9946297343131713","0.9946297343131713","0.043113211793492416","0.007726894580873814"
"fold_s390","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:06:11.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.00006746996950823814","1","","0.9976762199845082","0.9976762199845082","0.011231253021473948","0.00800038211565738"
"fold_riscv64","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:05:49.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.0000161579064297257","1","","1","1","0.000008526620828115077","0.00863601730041148"
"fold_ppc64el","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:05:26.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.000030409617465920743","1","","0.9994323020153278","0.9994323020153278","0.0012512661266685296","0.008689707913221732"
"fold_ppc64","idun-09-15","logo Simple1dEmbedding instructionwidth_type 01:59:48, 14-03-2025","finished","-","","","2025-03-14T01:05:03.000Z","21","","ISAdetectDataset","ISAdetect/ISAdetect_full_dataset/","ISAdetect-features.csv","512","true","Simple1dEmbedding","0.3","","512","2","","instructionwidth_type","64","CrossEntropyLoss","2","0.0001","AdamW","0.01","Vector1D","","","","512","","LOGO_architecture_wandb","10","all-experiments-21262944","0.010518194176256657","1","","0.5248852806212495","0.5248852806212495","0.9149808711475796","0.00802310106045625"
